,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
13714,13714,8002386,SANTA MONICA PRIME PENTHOUSE,42247035,David,,Santa Monica,34.0270248423277,-118.49081550182078,Private room,98.0,1,5,2015-10-19,2.68,1,320.0,2015-05-24 00:00:00
13837,13837,4462739,SoCal Cool,14652917,Mauro,,Sherman Oaks,34.1598019537849,-118.44517240361054,Entire home/apt,79.0,1,4,2015-07-22,0.94,1,311.0,2015-05-24 00:00:00
18073,18073,6791878,Stunning Flat in WeHo Sunset Strip,35532159,,,West Hollywood,34.09255442689376,-118.3850730117028,Entire home/apt,160.0,14,1,2015-07-18,0.27,1,115.0,2015-05-24 00:00:00
12478,12478,6812080,舒适安静型！,35660072,Serena,,Rowland Heights,33.98736385330804,-117.89074411704856,Private room,50.0,3,3,2015-10-12,0.73,6,365.0,2015-05-24 00:00:00
17185,17185,4917508,Gigantic 2+1 Loft in Venice,25326961,,,Venice,33.984219862397545,-118.46878990009289,Entire home/apt,117.0,30,25,2015-11-03,3.02,6,365.0,2015-05-24 00:00:00
9210,9210,3262363,Easy Stay at 2 bed/2 bath Downtown,1270782,William,,Long Beach,33.78422956312692,-118.18967629535176,Entire home/apt,159.0,1,1,2015-07-26,0.29,7,365.0,2015-05-24 00:00:00
14843,14843,7183345,"Peaceful, Clean & Spacious Room",587396,Jennifer,,Studio City,34.15195822962169,-118.4101501625746,Private room,50.0,1,0,,,1,97.0,2015-05-24 00:00:00
1691,1691,1365008,Big 2 bed 1 bath apt for sublet,7409304,Robyn,,Brentwood,34.04933707895238,-118.47356582441236,Entire home/apt,179.0,7,3,2014-09-15,0.15,1,355.0,2015-05-24 00:00:00
8224,8224,5849010,"Charming upgraded home, quiet area.",30368652,Rosaleen,,Ladera Heights,33.98724223429887,-118.37604602373897,Private room,90.0,1,12,2015-09-02,1.93,1,357.0,2015-05-24 00:00:00
13675,13675,2501088,Spacious Santa Monica Share,6931467,Cody,,Santa Monica,34.023802132201965,-118.49638749112862,Private room,75.0,10,5,2015-05-16,0.37,2,350.0,2015-05-24 00:00:00
12975,12975,8579450,Charming One BR Apartment,45150709,Carissa,,Santa Monica,34.01671772600003,-118.49173060759956,Entire home/apt,65.0,1,0,,,1,157.0,2015-05-24 00:00:00
16331,16331,6323609,Ocean View 1BR -- all new,4451646,,,Venice,33.98998652719447,-118.47683959625272,Entire home/apt,320.0,7,1,2015-07-07,0.24,1,365.0,2015-05-24 00:00:00
16133,16133,635736,VeniceBeachCanals Abbot Kinney New ,1898882,Laurence,,Venice,33.986945234811714,-118.46736219399094,Entire home/apt,148.0,1,148,2015-09-21,3.79,11,274.0,2015-05-24 00:00:00
8992,8992,5031122,1 BEDROOM inTRAILER CLOSE TO VENICE,9355641,Nikkia,,Mar Vista,34.00085808873233,-118.42782897762211,Private room,47.0,1,3,2015-06-28,0.42,2,309.0,2015-05-24 00:00:00
15027,15027,8223247,Garden property near studios,4373726,Tylor,,Toluca Lake,34.1515557207178,-118.36096977392911,Shared room,60.0,1,0,,,3,356.0,2015-05-24 00:00:00
10793,10793,1700153,Wee Cabin in North Hollywood,1109393,Julio,,North Hollywood,34.18446775753051,-118.3822642540198,Entire home/apt,50.0,5,49,2015-11-02,1.94,2,235.0,2015-05-24 00:00:00
2740,2740,6133412,Amazing Big Loft in Downtown!,30442651,,,Downtown,34.0421342589073,-118.26434644143508,Entire home/apt,209.0,1,30,2015-11-01,4.89,2,317.0,2015-05-24 00:00:00
2402,2402,7072488,1 Bedroom Apt in DTLA,37081667,Tony,,Downtown,34.04420440977657,-118.26152785398068,Entire home/apt,225.0,2,1,2015-08-08,0.33,1,365.0,2015-05-24 00:00:00
14812,14812,8606320,Beautiful gated house,10510082,Donna,,Studio City,34.15163576310373,-118.37958071194038,Entire home/apt,145.0,3,3,2015-10-26,3.0,1,13.0,2015-05-24 00:00:00
10114,10114,1321191,Cozy Futon In Centrally-Located Apt,4135315,Kate,,Mid-City,34.04572518171985,-118.33412417830472,Shared room,55.0,2,15,2015-08-13,0.53,1,67.0,2015-05-24 00:00:00
15216,15216,5549538,Topanga  Zen Surfer Sunrise Cottage,5258497,Gina,,Topanga,34.09177718580119,-118.6078840157984,Entire home/apt,90.0,2,47,2015-10-30,5.8,2,65.0,2015-05-24 00:00:00
5493,5493,3355215,Bright Room in Beautiful Echo Park,16932378,Alex,,Echo Park,34.077405897013925,-118.25315150217747,Private room,55.0,3,6,2015-05-31,0.37,1,220.0,2015-05-24 00:00:00
3687,3687,7886494,RETRO Hollywood BLVD Getaway!!!,23088284,Evan,,Hollywood,34.10295484696082,-118.33180368073812,Entire home/apt,85.0,1,11,2015-11-03,7.33,5,310.0,2015-05-24 00:00:00
11003,11003,5040923,Country Villa in the heart of LA,26024605,Cheve,,Mount Washington,34.09848135370325,-118.22045041330792,Entire home/apt,138.0,1,4,2015-07-11,0.58,3,351.0,2015-05-24 00:00:00
5506,5506,2695932,Sweet and Cheap in Echo Park,5537890,Stephanie,,Echo Park,34.0804668309483,-118.25564206075644,Entire home/apt,90.0,2,13,2014-11-10,0.71,1,319.0,2015-05-24 00:00:00
17829,17829,9108651,West Hollywood studio,47326301,Milana,,West Hollywood,34.08238017582877,-118.371289762799,Entire home/apt,120.0,1,0,,,1,363.0,2015-05-24 00:00:00
10736,10736,8315669,Private Room in NOHO,43839392,Chanell,,North Hollywood,34.15856111656764,-118.37271919935692,Private room,45.0,1,0,,,3,360.0,2015-05-24 00:00:00
794,794,348922,PEACEFUL DUPLEX  VERY LARGE BEDROOM,1441865,Roberta,,Carthay,34.05683634356799,-118.365613303341,Private room,68.0,1,23,2015-10-03,0.66,2,335.0,2015-05-24 00:00:00
6705,6705,1631427,Brand New Under the Hollywood Sign,8668674,Jack,,Hollywood Hills,34.12431841230097,-118.31840933625112,Entire home/apt,150.0,7,10,2015-10-01,0.43,1,201.0,2015-05-24 00:00:00
5517,5517,1714251,Peaceful Echo Park Hideaway,1495396,Christian + Jason,,Echo Park,34.07974270243252,-118.26186731877772,Entire home/apt,160.0,3,78,2015-10-01,3.11,1,141.0,2015-05-24 00:00:00
11123,11123,1030768,Rustic Retreat in Nature,2145647,Adriana,,Pacific Palisades,34.04738728826751,-118.5108387500116,Entire home/apt,159.0,2,43,2015-09-28,1.51,2,363.0,2015-05-24 00:00:00
13039,13039,1177938,RomanticBEACHhideaway-priv entrance,6444765,Nancy,,Santa Monica,34.0047465350598,-118.48463686486818,Private room,137.0,2,166,2015-10-14,5.71,1,321.0,2015-05-24 00:00:00
1133,1133,4396985,Designer House in Beverly Hills,22660922,Jean-Pierre,,Beverly Hills,34.09017835732166,-118.42017002924707,Entire home/apt,1300.0,7,0,,,2,323.0,2015-05-24 00:00:00
3036,3036,7482111,Lovely Los Feliz Bungalow,6884996,Katy,,Los Feliz,34.11615770898859,-118.27592920216333,Entire home/apt,75.0,1,0,,,1,339.0,2015-05-24 00:00:00
14269,14269,6734400,Clean 1bdr in Hollywood,11975785,Annie,,Hollywood Hills,34.105856289701464,-118.33344441948684,Entire home/apt,129.0,3,1,2015-06-15,0.68,1,24.0,2015-05-24 00:00:00
10096,10096,814971,Fantastic West Los Angeles Home!,4281624,Adriana,,Sawtelle,34.03276551935925,-118.43832431330576,Private room,100.0,1,56,2015-07-22,2.57,1,325.0,2015-05-24 00:00:00
142,142,1844780,Cabin in the garden,8585179,Gidget,,Santa Monica,34.02506186562127,-118.48182094337686,Private room,89.0,2,10,2015-04-11,0.65,5,290.0,2015-05-24 00:00:00
3587,3587,3674865,Vintage Beach House -Steps To Sand!,4796888,David,,Venice,33.99611633843211,-118.4805841479791,Entire home/apt,245.0,2,1,2014-12-30,0.14,3,344.0,2015-05-24 00:00:00
14029,14029,5318448,Charming Apartment Universal City!,17346879,Aaron,,Hollywood Hills,34.130676548722406,-118.34547074509112,Entire home/apt,195.0,2,2,2015-02-21,0.36,17,338.0,2015-05-24 00:00:00
12426,12426,3962768,"Great room in clean, quiet apt!",10083473,Yuka,,Westwood,34.04849412749217,-118.44301595004195,Private room,60.0,3,9,2015-06-25,1.0,2,349.0,2015-05-24 00:00:00
15173,15173,7260609,Beautiful Waterfront Chateau,23305091,Isabella,,Palos Verdes Estates,33.79791248108085,-118.40460929661393,Entire home/apt,3500.0,1,0,,,2,365.0,2015-05-24 00:00:00
8483,8483,5648911,Keller Hotels in Beverly Hills- 970,352830,Indira,,Sherman Oaks,34.131068966398075,-118.4199804336978,Entire home/apt,1499.0,15,0,,,17,365.0,2015-05-24 00:00:00
9824,9824,6480728,Spacious apartment near UCLA!,10593810,Malavika,,Westwood,34.06709275234203,-118.45043804852612,Shared room,27.0,1,0,,,1,47.0,2015-05-24 00:00:00
14587,14587,6902604,Charming 2BR/2BA Cottage w/ Garden,34688540,Alexandra,,Glassell Park,34.11448210366188,-118.24880802048794,Entire home/apt,114.0,2,4,2015-07-22,3.64,1,104.0,2015-05-24 00:00:00
8752,8752,5861776,Peaceful Venice Cabana. Free Bikes!,10913448,Scott,,Venice,34.00229647266609,-118.46277454495204,Private room,69.0,2,3,2015-06-27,1.76,15,356.0,2015-05-24 00:00:00
10522,10522,1377194,Private Urban Oasis Culver Junction,2777161,,,Palms,34.027896565585394,-118.39041009641198,Entire home/apt,185.0,2,49,2015-07-19,2.02,1,160.0,2015-05-24 00:00:00
3805,3805,1763095,Santa Monica Townhouse beach close,2254647,Dee,,Santa Monica,34.018026720631966,-118.46776670963472,Private room,85.0,2,15,2015-07-21,0.72,1,234.0,2015-05-24 00:00:00
5806,5806,4100985,Travel colorfully!Beach 10mins away,11806191,Joanna,,Palms,34.025912268021,-118.40758858293098,Private room,85.0,1,40,2015-07-19,4.05,3,342.0,2015-05-24 00:00:00
9487,9487,6305506,Single bedroom in a 4BD House.,29121320,David,,Athens,33.91991197439571,-118.29331278141925,Private room,50.0,1,1,2015-06-23,0.83,1,274.0,2015-05-24 00:00:00
5390,5390,5571863,West Hollywood stylish apartment,9703688,Melisse,,West Hollywood,34.08363130230823,-118.37971719760536,Entire home/apt,120.0,2,3,2015-05-23,0.88,1,275.0,2015-05-24 00:00:00
7549,7549,1601673,AMAZE Hollywood Blvd Location,191173,Ben,,Hollywood,34.10057135700961,-118.3512730521788,Entire home/apt,295.0,1,76,2015-07-21,3.4,2,49.0,2015-05-24 00:00:00
10073,10073,300343,Near the LA Convention Center,1497543,Kellie,,Arlington Heights,34.04615899695634,-118.31336633868077,Private room,65.0,1,7,2015-04-03,0.18,15,365.0,2015-05-24 00:00:00
10415,10415,1240342,Bev Hills/Weho Nice Private Room,122735,Pinky,,Fairfax,34.07058281123316,-118.35144658613464,Private room,59.0,3,35,2015-07-26,2.49,1,353.0,2015-05-24 00:00:00
686,686,140246,"Romantic ""Treehouse"" 200ft to Beach",588811,Dorothy,,Venice,33.992436066764995,-118.47712569264895,Entire home/apt,175.0,4,31,2015-06-10,0.72,3,337.0,2015-05-24 00:00:00
2219,2219,17337,Pickfair Gardens 90019,67311,Eliza,,Mid-City,34.04702715068408,-118.35960226672552,Private room,85.0,5,0,,,1,26.0,2015-05-24 00:00:00
5542,5542,432015,"Near Sony, close to the beaches,LAX",2148284,Tish,,Palms,34.02422698889443,-118.40788446822496,Shared room,45.0,1,4,2014-11-04,0.31,1,360.0,2015-05-24 00:00:00
574,574,18067, Bohemian home w/rooftop jacuzzi ,69546,Lisa,,Venice,33.99065460842543,-118.44962159159958,Entire home/apt,300.0,1,15,2014-08-11,0.35,1,252.0,2015-05-24 00:00:00
7578,7578,1732428,Your own Large Beverly Hills place,8937827,Claude,,Beverly Hills,34.08412556441164,-118.40039525781982,Entire home/apt,124.0,2,30,2015-07-20,1.56,1,357.0,2015-05-24 00:00:00
11277,11277,2613873,3 BR Apt - One Block from Beach ,10330659,Andrew,,Manhattan Beach,33.90138720958033,-118.41940998603874,Entire home/apt,200.0,2,10,2015-06-09,0.7,1,168.0,2015-05-24 00:00:00
15206,15206,7279837,1925 Spanish Charmer in Westwood,317023,Purvesh,,Westwood,34.05672620193786,-118.42836455347263,Entire home/apt,149.0,7,0,,,2,339.0,2015-05-24 00:00:00
891,891,4583918,Hollywood Blvd @ Vine Luxury Condo,5898642,Justin,,Hollywood,34.10266798378102,-118.32411100367683,Entire home/apt,149.0,1,37,2015-07-23,4.53,3,174.0,2015-05-24 00:00:00
6972,6972,474162,Urban Retreat Mid-City LA / Mahalo,2316498,Mark And Chomchay!,,Mid-City,34.04169783747787,-118.33372430722672,Private room,59.0,2,107,2015-06-30,2.77,4,319.0,2015-05-24 00:00:00
287,287,6516562,Beautiful Studio across the Beach,16476206,Cee,,Long Beach,33.76653558548456,-118.1752614460509,Entire home/apt,120.0,1,5,2015-06-15,2.5,1,172.0,2015-05-24 00:00:00
4748,4748,4432227,Simple Townhouse ,5197247,Katrina,,Pasadena,34.14078920218479,-118.145086599587,Entire home/apt,175.0,2,1,2015-01-04,0.14,1,3.0,2015-05-24 00:00:00
12026,12026,3605293,Character apartment in Silverlake,459359,Vishal,,Silver Lake,34.08640944015413,-118.28035834645712,Entire home/apt,125.0,2,2,2015-07-19,0.18,1,225.0,2015-05-24 00:00:00
7815,7815,7369950,PRIME LOCATION BEVERLY GLEN!,9274632,Emre,,West Los Angeles,34.05654479193574,-118.4249321388754,Private room,70.0,1,0,,,1,361.0,2015-05-24 00:00:00
623,623,3229511,"RV*1BR Sleeps4*Los Angeles,Reseda",8206200,Lisa,,Reseda,34.21660021181904,-118.53387086175104,Entire home/apt,65.0,1,8,2015-07-09,0.59,15,236.0,2015-05-24 00:00:00
7046,7046,562621,"Beautiful Walnut home, 3br, 2 bath",2767533,Yanina,,Walnut,34.01318078473428,-117.87762771926523,Entire home/apt,250.0,2,8,2015-03-15,0.25,1,323.0,2015-05-24 00:00:00
10673,10673,1641034,210 - Spacious 1 Br w. ParkingSpace,6404884,Elena,,Los Feliz,34.10485266724155,-118.2949981100379,Entire home/apt,125.0,1,67,2015-06-25,3.08,4,327.0,2015-05-24 00:00:00
526,526,2432755,Modern 3 BR Hollywood Hills House,8941619,Ilse,,Hollywood Hills West,34.10681355445083,-118.36769737875778,Entire home/apt,265.0,6,6,2015-07-08,0.36,1,119.0,2015-05-24 00:00:00
649,649,463095,Pasadena Garden Home ,76903,Alan,,Pasadena,34.1647865838042,-118.11446178814444,Entire home/apt,245.0,2,4,2015-07-06,0.34,2,256.0,2015-05-24 00:00:00
8674,8674,5797082,Hollywood Stylish Studio+Parking,24534390,Hollywood,,Hollywood,34.10148277946487,-118.34687381423286,Entire home/apt,99.0,1,6,2015-05-27,1.7,14,332.0,2015-05-24 00:00:00
6813,6813,288805,PRVT STE w/lg deck~98% Walk Score!,1500697,Tony,,West Hollywood,34.08606104528055,-118.3778704143256,Entire home/apt,99.0,1,16,2015-02-27,0.41,2,53.0,2015-05-24 00:00:00
11499,11499,2943313,W.Hollywood Fantastic Location!! ,14948163,Jade,,Fairfax,34.085040422527264,-118.34788666913126,Private room,89.0,2,29,2015-07-20,2.31,1,340.0,2015-05-24 00:00:00
14833,14833,7053473,L.A. Mini Guest House - City's Gem!,28174616,Kerith And Amani,,Mid-Wilshire,34.0510421239912,-118.33877678023543,Entire home/apt,90.0,4,0,,,1,345.0,2015-05-24 00:00:00
12261,12261,3836426,SOFA IN LIVING ROOM @ NOHO RESORT !,4167487,Shahar,,North Hollywood,34.18397053167408,-118.37949488187134,Shared room,49.0,1,22,2015-07-21,1.91,8,338.0,2015-05-24 00:00:00
3956,3956,5825840,High rise luxury ocean view condo,22901357,Casey,,Long Beach,33.76541383392357,-118.18996351719127,Entire home/apt,185.0,1,4,2015-07-26,1.19,1,349.0,2015-05-24 00:00:00
14798,14798,7036742,DTLA penthouse loft. Prime location,36892787,Vincent,,Downtown,34.047988709851005,-118.25786751881286,Entire home/apt,160.0,1,3,2015-07-26,3.0,1,357.0,2015-05-24 00:00:00
6542,6542,6590248,Guest house with a sunset view,20583975,Jed,,Echo Park,34.08388844130001,-118.26596920240206,Entire home/apt,80.0,2,4,2015-07-26,4.0,1,322.0,2015-05-24 00:00:00
9975,9975,6574606,Comfy single apartment in K town,20489243,Rachael YM,,Westlake,34.05505171911673,-118.28829812715624,Entire home/apt,75.0,2,2,2015-07-26,2.0,1,33.0,2015-05-24 00:00:00
6066,6066,3790512,Palisades Village Dream Location,4107500,Robert,,Pacific Palisades,34.050112579084065,-118.52641413918876,Entire home/apt,650.0,3,2,2014-09-15,0.18,1,11.0,2015-05-24 00:00:00
8684,8684,5804746,"West L.A., private room and bath",30115289,Luis,,Palms,34.023392758255504,-118.4119432119106,Private room,75.0,1,0,,,1,121.0,2015-05-24 00:00:00
4672,4672,4304007,"DownTown Historic Loft, Great View!",22339916,Colby,,Downtown,34.04627438328797,-118.25191258575516,Entire home/apt,150.0,1,8,2015-07-06,2.22,1,359.0,2015-05-24 00:00:00
10379,10379,1195510,2nd Floor-Los Feliz/Hollywood Sign,3829311,Tuan,,Los Feliz,34.10068749462249,-118.2840249154169,Entire home/apt,699.0,1,1,2013-09-03,0.04,3,363.0,2015-05-24 00:00:00
7991,7991,1034005,Room in serene Venice-house w yard,5690596,Dee,,Venice,34.00028376878669,-118.46482456194992,Private room,79.0,3,7,2015-06-22,0.25,1,353.0,2015-05-24 00:00:00
1486,1486,3312423,Venice Beach Bungalow Walk Evrywher,281372,Shamya,,Venice,33.99538310448682,-118.4706520445824,Entire home/apt,275.0,3,3,2015-04-23,0.27,2,65.0,2015-05-24 00:00:00
2356,2356,6415711,Rollaway Bed in CENTRAL Hollywood!!,26860,Elvina,,Hollywood,34.0998015756196,-118.32859546282776,Shared room,30.0,1,16,2015-07-10,6.96,9,335.0,2015-05-24 00:00:00
924,924,1673783,Chic private apart @ WestHollywood.,5294693,Zeca,,Hollywood Hills West,34.09927187830765,-118.36172631968172,Entire home/apt,135.0,3,41,2015-07-02,1.84,1,311.0,2015-05-24 00:00:00
159,159,219533,Cozy Cabin in Urban Los Angeles,1030745,Sue,,Pico Rivera,33.98043051502695,-118.09801185255516,Private room,59.0,2,137,2015-07-18,2.91,17,344.0,2015-05-24 00:00:00
14830,14830,7052957,On Abbot Kinney w/Huge deck & SUP,23549376,Martina And David,,Venice,33.98894407590754,-118.45438177525556,Entire home/apt,350.0,2,1,2015-07-05,1.0,1,5.0,2015-05-24 00:00:00
6277,6277,6087800,Classy Contemporary 1 Bedroom DTLA,30850484,Patrycia,,Downtown,34.04294625776197,-118.2570234645316,Entire home/apt,353.0,5,0,,,11,364.0,2015-05-24 00:00:00
10943,10943,2071104,Charming Chalet-Style home w pool,7255288,Barbara,,Pasadena,34.17726199767381,-118.13608693908886,Entire home/apt,275.0,2,10,2015-07-18,0.52,1,331.0,2015-05-24 00:00:00
12178,12178,3761734,SUMMER VACATION VILLA AVAILABLE..,19265657,Jessica,,Encino,34.16779795439474,-118.50355353313894,Entire home/apt,1650.0,2,1,2015-04-13,0.28,1,356.0,2015-05-24 00:00:00
15429,15429,7390058,Mile from beach/must love cute dogs,31890095,Shadan,,Redondo Beach,33.87029398239552,-118.38441345774636,Private room,125.0,1,0,,,1,12.0,2015-05-24 00:00:00
2177,2177,6662191,Cozy 1BD with private Bathroom,23830063,Michael,,Sherman Oaks,34.171261228534505,-118.44723328589852,Private room,65.0,1,2,2015-06-27,1.46,1,365.0,2015-05-24 00:00:00
6169,6169,3168381,Modern 3BD $1.5M home in Pasadena,16071658,Alex,,Pasadena,34.15305038893167,-118.1788106113977,Entire home/apt,395.0,4,0,,,1,8.0,2015-05-24 00:00:00
491,491,5458454,"Large, bright room w/ private bath!",28311204,Erika And Jon,,Palms,34.02619643451474,-118.39999875430792,Private room,59.0,2,8,2015-07-27,2.58,1,345.0,2015-05-24 00:00:00
13293,13293,4700550,Cozy Private Room&Bath&Circus Class,24298710,Karyne,,Mar Vista,33.99985717779703,-118.43517854878522,Private room,90.0,1,0,,,1,350.0,2015-05-24 00:00:00
63,63,4831227,Calm & Modern Mid-Century Hide-Away,112834,Shannon,,Harbor City,33.81109862990045,-118.30451049002971,Private room,49.0,2,27,2015-07-12,4.53,4,68.0,2015-05-24 00:00:00
12049,12049,3626977,Hollywood MicroHostel | Cozy airbed,13759047,Hostelesque,,Hollywood,34.09305600409061,-118.3211471536091,Shared room,31.0,1,17,2015-07-25,1.39,9,349.0,2015-05-24 00:00:00
4750,4750,6336817,Comfortable mattress on the floor!!,5681277,Ceme,,East Hollywood,34.08152094140176,-118.303322585578,Shared room,39.0,1,1,2015-05-15,0.41,7,365.0,2015-05-24 00:00:00
12338,12338,3896813,Charming East Village Studio,19110598,Coralie,,Long Beach,33.768613075736525,-118.18485936819616,Entire home/apt,105.0,1,89,2015-07-18,7.85,16,338.0,2015-05-24 00:00:00
10912,10912,2022637,The Palm Tree Apartment,10395077,Yulonda,,Long Beach,33.79504371365491,-118.15010747600267,Entire home/apt,100.0,7,2,2014-11-21,0.11,1,268.0,2015-05-24 00:00:00
5755,5755,6065847,Luxury Master BR w/ Ensuite Bath,31485575,Devin (And Katie),,Santa Monica,34.01951175478515,-118.49265549200364,Private room,120.0,1,20,2015-07-13,7.5,1,327.0,2015-05-24 00:00:00
7354,7354,852580,LA Grove / Miracle Mile Area  ,4451028,Max,,Mid-Wilshire,34.05870850383718,-118.35725129756923,Private room,90.0,3,22,2015-06-05,0.73,1,153.0,2015-05-24 00:00:00
1593,1593,3783351,Brand New Venice Beach Studio ONE,19414146,John And Charlotte,,Venice,33.99709687769116,-118.47030927954938,Entire home/apt,115.0,1,6,2015-07-20,5.0,5,328.0,2015-05-24 00:00:00
7856,7856,2715496,"Nice House, 4Room,near Disneyland",13895699,Juliana,,Diamond Bar,33.98680717602613,-117.8469202259702,Entire home/apt,430.0,5,0,,,1,342.0,2015-05-24 00:00:00
11889,11889,3434386,Lovely Echo Park House ,17309242,Tracy,,Echo Park,34.09089496218126,-118.24511582702758,Entire home/apt,250.0,1,0,,,2,266.0,2015-05-24 00:00:00
9617,9617,6375287,"Modern, Contemporary Apt.",33223857,David,,Santa Monica,34.02226447254467,-118.46846006429004,Private room,90.0,2,4,2015-07-25,2.73,1,356.0,2015-05-24 00:00:00
2409,2409,4748011,1928 Spanish charmer ,13139436,David,,North Hollywood,34.15756784589302,-118.377398280521,Private room,80.0,1,0,,,1,365.0,2015-05-24 00:00:00
2578,2578,4052948,The best location in Silver Lake!,7764065,Deena,,Silver Lake,34.09101091233919,-118.28047963271278,Entire home/apt,115.0,2,17,2015-03-22,1.61,1,33.0,2015-05-24 00:00:00
4812,4812,817200,Stunning East Hollywood Duplex,4292094,Monique,,East Hollywood,34.08897107599256,-118.30531257295962,Entire home/apt,278.0,1,18,2015-07-12,0.6,2,344.0,2015-05-24 00:00:00
